model,issue,variable,year,response_type,gss_col,simulated_value,n_valid,gss_value,accuracy_gap
gemini_3_flash,police_violence,polhitok,2004,binary,prop_polhitok,1,5,0.7048780487804878,0.29512195121951224
gemini_3_flash,police_violence,polhitok,2006,binary,prop_polhitok,1,5,0.6623931623931624,0.33760683760683763
gemini_3_flash,police_violence,polhitok,2008,binary,prop_polhitok,1,5,0.6921875,0.30781250000000004
gemini_3_flash,police_violence,polhitok,2010,binary,prop_polhitok,1,5,0.6741140215716487,0.3258859784283513
gemini_3_flash,police_violence,polhitok,2012,binary,prop_polhitok,1,5,0.6880375293197811,0.3119624706802189
gemini_3_flash,police_violence,polhitok,2014,binary,prop_polhitok,1,5,0.6606587942821628,0.3393412057178372
gemini_3_flash,police_violence,polhitok,2016,binary,prop_polhitok,1,5,0.6886993603411514,0.3113006396588486
gemini_3_flash,police_violence,polhitok,2018,binary,prop_polhitok,1,5,0.6360567184334909,0.3639432815665091
gemini_3_flash,police_violence,polhitok,2021,binary,prop_polhitok,1,5,0.6846153846153846,0.3153846153846154
gemini_3_flash,police_violence,polhitok,2022,binary,prop_polhitok,1,5,0.6520994001713796,0.3479005998286204
gemini_3_flash,police_violence,polhitok,2024,binary,prop_polhitok,1,5,0.6633027522935779,0.33669724770642206
gemini_3_flash,police_violence,polmurdr,1973,binary,prop_polmurdr,0,5,0.08491418247515808,0.08491418247515808
gemini_3_flash,police_violence,polmurdr,1975,binary,prop_polmurdr,0,5,0.07706093189964158,0.07706093189964158
gemini_3_flash,police_violence,polmurdr,1976,binary,prop_polmurdr,0,5,0.07781569965870307,0.07781569965870307
gemini_3_flash,police_violence,polmurdr,1978,binary,prop_polmurdr,0,5,0.0831081081081081,0.0831081081081081
gemini_3_flash,police_violence,polmurdr,1980,binary,prop_polmurdr,0,5,0.08531468531468532,0.08531468531468532
gemini_3_flash,police_violence,polmurdr,1983,binary,prop_polmurdr,0,5,0.09253350350989152,0.09253350350989152
gemini_3_flash,police_violence,polmurdr,1984,binary,prop_polmurdr,0,5,0.0902097902097902,0.0902097902097902
gemini_3_flash,police_violence,polmurdr,1986,binary,prop_polmurdr,0,5,0.08782849239280774,0.08782849239280774
gemini_3_flash,police_violence,polmurdr,1987,binary,prop_polmurdr,0,5,0.09670079635949944,0.09670079635949944
gemini_3_flash,police_violence,polmurdr,1988,binary,prop_polmurdr,0,5,0.08650875386199794,0.08650875386199794
gemini_3_flash,police_violence,polmurdr,1989,binary,prop_polmurdr,0,5,0.08059701492537313,0.08059701492537313
gemini_3_flash,police_violence,polmurdr,1990,binary,prop_polmurdr,0,5,0.1158256880733945,0.1158256880733945
gemini_3_flash,police_violence,polmurdr,1991,binary,prop_polmurdr,0,5,0.06659939455095863,0.06659939455095863
gemini_3_flash,police_violence,polmurdr,1993,binary,prop_polmurdr,0,5,0.072195121951219507,0.072195121951219507
gemini_3_flash,police_violence,polmurdr,1994,binary,prop_polmurdr,0,5,0.06921119592875317,0.06921119592875317
gemini_3_flash,police_violence,polmurdr,1996,binary,prop_polmurdr,0,5,0.04872881355932203,0.04872881355932203
gemini_3_flash,police_violence,polmurdr,1998,binary,prop_polmurdr,0,5,0.05712760277629471,0.05712760277629471
gemini_3_flash,police_violence,polmurdr,2000,binary,prop_polmurdr,0,5,0.05822102425876011,0.05822102425876011
gemini_3_flash,police_violence,polmurdr,2002,binary,prop_polmurdr,0,5,0.09131905298759864,0.09131905298759864
gemini_3_flash,police_violence,polmurdr,2004,binary,prop_polmurdr,0,5,0.10320284697508895,0.10320284697508895
gemini_3_flash,police_violence,polmurdr,2006,binary,prop_polmurdr,0,5,0.12265135699373696,0.12265135699373696
gemini_3_flash,police_violence,polmurdr,2008,binary,prop_polmurdr,0,5,0.14242652599849284,0.14242652599849284
gemini_3_flash,police_violence,polmurdr,2010,binary,prop_polmurdr,0,5,0.14274981217129978,0.14274981217129978
gemini_3_flash,police_violence,polmurdr,2012,binary,prop_polmurdr,0,5,0.14791987673343607,0.14791987673343607
gemini_3_flash,police_violence,polmurdr,2014,binary,prop_polmurdr,0,5,0.14579552329098608,0.14579552329098608
gemini_3_flash,police_violence,polmurdr,2016,binary,prop_polmurdr,0,5,0.16754201680672268,0.16754201680672268
gemini_3_flash,police_violence,polmurdr,2018,binary,prop_polmurdr,0,5,0.16721744877726372,0.16721744877726372
gemini_3_flash,police_violence,polmurdr,2021,binary,prop_polmurdr,0,5,0.2126044039483675,0.2126044039483675
gemini_3_flash,police_violence,polmurdr,2022,binary,prop_polmurdr,0,5,0.1946826758147513,0.1946826758147513
gemini_3_flash,police_violence,polmurdr,2024,binary,prop_polmurdr,0,5,0.2040243331773514,0.2040243331773514
gemini_3_flash,suicide,letdie1,1977,binary,prop_letdie1,1,5,0.6242257398485891,0.3757742601514109
gemini_3_flash,suicide,letdie1,1978,binary,prop_letdie1,1,5,0.600951733514616,0.39904826648538405
gemini_3_flash,suicide,letdie1,1982,binary,prop_letdie1,1,5,0.5819625638116847,0.41803743618831535
gemini_3_flash,suicide,letdie1,1983,binary,prop_letdie1,1,5,0.6594488188976378,0.34055118110236215
gemini_3_flash,suicide,letdie1,1985,binary,prop_letdie1,1,5,0.6554734721289456,0.3445265278710544
gemini_3_flash,suicide,letdie1,1986,binary,prop_letdie1,1,5,0.6829440905874027,0.3170559094125973
gemini_3_flash,suicide,letdie1,1988,binary,prop_letdie1,1,5,0.6930481283422459,0.30695187165775406
gemini_3_flash,suicide,letdie1,1989,binary,prop_letdie1,1,5,0.6865203761755486,0.3134796238244514
gemini_3_flash,suicide,letdie1,1990,binary,prop_letdie1,1,5,0.7232346241457859,0.2767653758542141
gemini_3_flash,suicide,letdie1,1991,binary,prop_letdie1,1,5,0.7381930184804928,0.2618069815195072
gemini_3_flash,suicide,letdie1,1993,binary,prop_letdie1,1,5,0.6830225711481845,0.31697742885181546
gemini_3_flash,suicide,letdie1,1994,binary,prop_letdie1,1,5,0.7129877071084981,0.2870122928915019
gemini_3_flash,suicide,letdie1,1996,binary,prop_letdie1,1,5,0.7080447522642515,0.29195524773574855
gemini_3_flash,suicide,letdie1,1998,binary,prop_letdie1,1,5,0.7161547212741752,0.28384527872582477
gemini_3_flash,suicide,letdie1,2000,binary,prop_letdie1,1,5,0.6807909604519774,0.3192090395480226
gemini_3_flash,suicide,letdie1,2002,binary,prop_letdie1,1,5,0.6753100338218715,0.3246899661781285
gemini_3_flash,suicide,letdie1,2004,binary,prop_letdie1,1,5,0.6842709529276694,0.3157290470723306
gemini_3_flash,suicide,letdie1,2006,binary,prop_letdie1,1,5,0.68,0.31999999999999995
gemini_3_flash,suicide,letdie1,2008,binary,prop_letdie1,1,5,0.6731391585760518,0.3268608414239482
gemini_3_flash,suicide,letdie1,2010,binary,prop_letdie1,1,5,0.6789056875449964,0.32109431245500364
gemini_3_flash,suicide,letdie1,2012,binary,prop_letdie1,1,5,0.6784,0.3216
gemini_3_flash,suicide,letdie1,2014,binary,prop_letdie1,1,5,0.6932591218305504,0.3067408781694496
gemini_3_flash,suicide,letdie1,2016,binary,prop_letdie1,1,5,0.7368995633187773,0.26310043668122274
gemini_3_flash,suicide,letdie1,2018,binary,prop_letdie1,1,5,0.7272727272727273,0.2727272727272727
gemini_3_flash,suicide,letdie1,2021,binary,prop_letdie1,1,5,0.709726443768997,0.29027355623100304
gemini_3_flash,suicide,letdie1,2022,binary,prop_letdie1,1,5,0.7519181585677749,0.24808184143222511
gemini_3_flash,suicide,letdie1,2024,binary,prop_letdie1,1,5,0.7069943289224953,0.29300567107750475
gemini_3_flash,suicide,suicide1,1977,binary,prop_suicide1,0.2,5,0.391864406779661,0.191864406779661
gemini_3_flash,suicide,suicide1,1978,binary,prop_suicide1,0.2,5,0.39649359406608226,0.19649359406608224
gemini_3_flash,suicide,suicide1,1982,binary,prop_suicide1,0.2,5,0.4264705882352941,0.2264705882352941
gemini_3_flash,suicide,suicide1,1983,binary,prop_suicide1,0,5,0.49673202614379086,0.49673202614379086
gemini_3_flash,suicide,suicide1,1985,binary,prop_suicide1,0.8,5,0.4560810810810811,0.34391891891891896
gemini_3_flash,suicide,suicide1,1986,binary,prop_suicide1,1,5,0.5338028169014084,0.4661971830985916
gemini_3_flash,suicide,suicide1,1988,binary,prop_suicide1,1,5,0.5200845665961945,0.4799154334038055
gemini_3_flash,suicide,suicide1,1989,binary,prop_suicide1,1,5,0.49007314524555906,0.5099268547544409
gemini_3_flash,suicide,suicide1,1990,binary,prop_suicide1,1,5,0.5945017182130584,0.4054982817869416
gemini_3_flash,suicide,suicide1,1991,binary,prop_suicide1,1,5,0.5866261398176292,0.41337386018237077
gemini_3_flash,suicide,suicide1,1993,binary,prop_suicide1,1,5,0.5949367088607594,0.40506329113924056
gemini_3_flash,suicide,suicide1,1994,binary,prop_suicide1,1,5,0.6462113127001067,0.3537886872998933
gemini_3_flash,suicide,suicide1,1996,binary,prop_suicide1,1,5,0.6438945669714901,0.35610543302850994
gemini_3_flash,suicide,suicide1,1998,binary,prop_suicide1,1,5,0.6373873873873874,0.3626126126126126
gemini_3_flash,suicide,suicide1,2000,binary,prop_suicide1,1,5,0.5790960451977402,0.42090395480225984
gemini_3_flash,suicide,suicide1,2002,binary,prop_suicide1,1,5,0.5900900900900901,0.40990990990990994
gemini_3_flash,suicide,suicide1,2004,binary,prop_suicide1,1,5,0.6114285714285714,0.38857142857142857
gemini_3_flash,suicide,suicide1,2006,binary,prop_suicide1,1,5,0.607904316172647,0.39209568382735305
gemini_3_flash,suicide,suicide1,2008,binary,prop_suicide1,1,5,0.6026541764246682,0.39734582357533177
gemini_3_flash,suicide,suicide1,2010,binary,prop_suicide1,1,5,0.6056644880174292,0.3943355119825708
gemini_3_flash,suicide,suicide1,2012,binary,prop_suicide1,1,5,0.5902943516308672,0.4097056483691328
gemini_3_flash,suicide,suicide1,2014,binary,prop_suicide1,1,5,0.602328431372549,0.397671568627451
gemini_3_flash,suicide,suicide1,2016,binary,prop_suicide1,1,5,0.6553610503282276,0.34463894967177244
gemini_3_flash,suicide,suicide1,2018,binary,prop_suicide1,1,5,0.6519706078824316,0.34802939211756845
gemini_3_flash,suicide,suicide1,2021,binary,prop_suicide1,1,5,0.7318481848184818,0.2681518151815182
gemini_3_flash,suicide,suicide1,2022,binary,prop_suicide1,1,5,0.712511091393079,0.287488908606921
gemini_3_flash,suicide,suicide1,2024,binary,prop_suicide1,1,5,0.6340136054421769,0.3659863945578231
gemma4_31b,abortion,abany,1977,binary,prop_abany,0,5,0.3772819472616633,0.3772819472616633
gemma4_31b,abortion,abany,1978,binary,prop_abany,0,5,0.3328840970350404,0.3328840970350404
gemma4_31b,abortion,abany,1980,binary,prop_abany,0,5,0.41109530583214793,0.41109530583214793
gemma4_31b,abortion,abany,1982,binary,prop_abany,0,5,0.3852272727272727,0.3852272727272727
gemma4_31b,abortion,abany,1983,binary,prop_abany,0,5,0.3425742574257426,0.3425742574257426
gemma4_31b,abortion,abany,1984,binary,prop_abany,0.4,5,0.38591549295774646,0.014084507042253558
gemma4_31b,abortion,abany,1985,binary,prop_abany,0.2,5,0.3693450371370696,0.1693450371370696
gemma4_31b,abortion,abany,1987,binary,prop_abany,0,5,0.392485549132948,0.392485549132948
gemma4_31b,abortion,abany,1988,binary,prop_abany,0.2,5,0.3611111111111111,0.1611111111111111
gemma4_31b,abortion,abany,1989,binary,prop_abany,0.2,5,0.4034378159757331,0.20343781597573307
gemma4_31b,abortion,abany,1990,binary,prop_abany,0.2,5,0.43443557582668185,0.23443557582668184
gemma4_31b,abortion,abany,1991,binary,prop_abany,0,5,0.42586750788643535,0.42586750788643535
gemma4_31b,abortion,abany,1993,binary,prop_abany,0.6,5,0.4534653465346535,0.1465346534653465
gemma4_31b,abortion,abany,1994,binary,prop_abany,0.8,5,0.4627714581178904,0.33722854188210966
gemma4_31b,abortion,abany,1996,binary,prop_abany,1,5,0.4497528830313015,0.5502471169686984
gemma4_31b,abortion,abany,1998,binary,prop_abany,1,5,0.4094488188976378,0.5905511811023623
gemma4_31b,abortion,abany,2000,binary,prop_abany,1,5,0.3987556561085973,0.6012443438914027
gemma4_31b,abortion,abany,2002,binary,prop_abany,1,5,0.43,0.5700000000000001
gemma4_31b,abortion,abany,2004,binary,prop_abany,1,5,0.4056271981242673,0.5943728018757327
gemma4_31b,abortion,abany,2006,binary,prop_abany,1,5,0.4043321299638989,0.5956678700361011
gemma4_31b,abortion,abany,2008,binary,prop_abany,1,5,0.423728813559322,0.576271186440678
gemma4_31b,abortion,abany,2010,binary,prop_abany,1,5,0.43658536585365854,0.5634146341463415
gemma4_31b,abortion,abany,2012,binary,prop_abany,1,5,0.4439102564102564,0.5560897435897436
gemma4_31b,abortion,abany,2014,binary,prop_abany,1,5,0.4513006654567453,0.5486993345432547
gemma4_31b,abortion,abany,2016,binary,prop_abany,1,5,0.46243093922651934,0.5375690607734807
gemma4_31b,abortion,abany,2018,binary,prop_abany,1,5,0.5013123359580053,0.4986876640419947
gemma4_31b,abortion,abany,2021,binary,prop_abany,1,5,0.5640060240963856,0.43599397590361444
gemma4_31b,abortion,abany,2022,binary,prop_abany,1,5,0.5889084507042254,0.4110915492957746
gemma4_31b,abortion,abany,2024,binary,prop_abany,1,5,0.5985981308411215,0.40140186915887854
gemma4_31b,abortion,abdefect,1972,binary,prop_abdefect,1,5,0.7857142857142857,0.2142857142857143
gemma4_31b,abortion,abdefect,1973,binary,prop_abdefect,1,5,0.8449453551912568,0.1550546448087432
gemma4_31b,abortion,abdefect,1974,binary,prop_abdefect,1,5,0.8513888888888889,0.14861111111111114
gemma4_31b,abortion,abdefect,1975,binary,prop_abdefect,1,5,0.8317107093184979,0.1682892906815021
gemma4_31b,abortion,abdefect,1976,binary,prop_abdefect,1,5,0.8393960192175703,0.16060398078242966
gemma4_31b,abortion,abdefect,1977,binary,prop_abdefect,1,5,0.8547410894418291,0.14525891055817086
gemma4_31b,abortion,abdefect,1978,binary,prop_abdefect,1,5,0.8196392785571143,0.18036072144288573
gemma4_31b,abortion,abdefect,1980,binary,prop_abdefect,1,5,0.8308668076109936,0.16913319238900637
gemma4_31b,abortion,abdefect,1982,binary,prop_abdefect,1,5,0.8214084507042253,0.1785915492957747
gemma4_31b,abortion,abdefect,1983,binary,prop_abdefect,1,5,0.7886393659180978,0.2113606340819022
gemma4_31b,abortion,abdefect,1984,binary,prop_abdefect,1,5,0.8022519352568613,0.19774806474313866
gemma4_31b,abortion,abdefect,1985,binary,prop_abdefect,1,5,0.7853297442799462,0.21467025572005383
gemma4_31b,abortion,abdefect,1987,binary,prop_abdefect,1,5,0.7798165137614679,0.22018348623853212
gemma4_31b,abortion,abdefect,1988,binary,prop_abdefect,1,5,0.788135593220339,0.211864406779661
gemma4_31b,abortion,abdefect,1989,binary,prop_abdefect,1,5,0.8130653266331658,0.18693467336683423
gemma4_31b,abortion,abdefect,1990,binary,prop_abdefect,1,5,0.8125,0.1875
gemma4_31b,abortion,abdefect,1991,binary,prop_abdefect,1,5,0.8347457627118644,0.1652542372881356
gemma4_31b,abortion,abdefect,1993,binary,prop_abdefect,1,5,0.8131655372700871,0.1868344627299129
gemma4_31b,abortion,abdefect,1994,binary,prop_abdefect,1,5,0.8229491173416407,0.17705088265835933
gemma4_31b,abortion,abdefect,1996,binary,prop_abdefect,1,5,0.8183783783783783,0.18162162162162165
gemma4_31b,abortion,abdefect,1998,binary,prop_abdefect,1,5,0.7861111111111111,0.2138888888888889
gemma4_31b,abortion,abdefect,2000,binary,prop_abdefect,1,5,0.7874859075535513,0.2125140924464487
gemma4_31b,abortion,abdefect,2002,binary,prop_abdefect,1,5,0.7845982142857143,0.2154017857142857
gemma4_31b,abortion,abdefect,2004,binary,prop_abdefect,1,5,0.7289719626168224,0.2710280373831776
gemma4_31b,abortion,abdefect,2006,binary,prop_abdefect,1,5,0.7421875,0.2578125
gemma4_31b,abortion,abdefect,2008,binary,prop_abdefect,1,5,0.7478397486252946,0.25216025137470544
gemma4_31b,abortion,abdefect,2010,binary,prop_abdefect,1,5,0.7518367346938776,0.24816326530612243
gemma4_31b,abortion,abdefect,2012,binary,prop_abdefect,1,5,0.7459415584415584,0.2540584415584416
gemma4_31b,abortion,abdefect,2014,binary,prop_abdefect,1,5,0.7538273116962645,0.2461726883037355
gemma4_31b,abortion,abdefect,2016,binary,prop_abdefect,1,5,0.7516666666666667,0.2483333333333333
gemma4_31b,abortion,abdefect,2018,binary,prop_abdefect,1,5,0.7744510978043913,0.22554890219560875
gemma4_31b,abortion,abdefect,2021,binary,prop_abdefect,1,5,0.7846689895470383,0.21533101045296166
gemma4_31b,abortion,abdefect,2022,binary,prop_abdefect,1,5,0.800178412132025,0.199821587867975
gemma4_31b,abortion,abdefect,2024,binary,prop_abdefect,1,5,0.8053735255570118,0.1946264744429882
gemma4_31b,abortion,abhlth,1972,binary,prop_abhlth,1,4,0.8693957115009746,0.1306042884990254
gemma4_31b,abortion,abhlth,1973,binary,prop_abhlth,1,5,0.9227642276422764,0.07723577235772361
gemma4_31b,abortion,abhlth,1974,binary,prop_abhlth,1,5,0.9242424242424242,0.0757575757575758
gemma4_31b,abortion,abhlth,1975,binary,prop_abhlth,1,5,0.906832298136646,0.09316770186335399
gemma4_31b,abortion,abhlth,1976,binary,prop_abhlth,1,5,0.9077868852459016,0.09221311475409844
gemma4_31b,abortion,abhlth,1977,binary,prop_abhlth,1,5,0.905241935483871,0.094758064516129
gemma4_31b,abortion,abhlth,1978,binary,prop_abhlth,1,5,0.906166219839142,0.09383378016085797
gemma4_31b,abortion,abhlth,1980,binary,prop_abhlth,1,5,0.901329601119664,0.09867039888033602
gemma4_31b,abortion,abhlth,1982,binary,prop_abhlth,1,5,0.9038888888888889,0.09611111111111115
gemma4_31b,abortion,abhlth,1983,binary,prop_abhlth,1,5,0.8973684210526316,0.10263157894736841
gemma4_31b,abortion,abhlth,1984,binary,prop_abhlth,1,5,0.8951781970649895,0.10482180293501053
gemma4_31b,abortion,abhlth,1985,binary,prop_abhlth,1,5,0.8933601609657947,0.10663983903420526
gemma4_31b,abortion,abhlth,1987,binary,prop_abhlth,1,5,0.8791523482245132,0.12084765177548684
gemma4_31b,abortion,abhlth,1988,binary,prop_abhlth,1,5,0.8874734607218684,0.11252653927813161
gemma4_31b,abortion,abhlth,1989,binary,prop_abhlth,1,5,0.901296111665005,0.098703888334995
gemma4_31b,abortion,abhlth,1990,binary,prop_abhlth,1,5,0.9177001127395716,0.08229988726042836
gemma4_31b,abortion,abhlth,1991,binary,prop_abhlth,1,5,0.9151832460732984,0.08481675392670163
gemma4_31b,abortion,abhlth,1993,binary,prop_abhlth,1,5,0.8978599221789884,0.10214007782101164
gemma4_31b,abortion,abhlth,1994,binary,prop_abhlth,1,5,0.90641158221303,0.09358841778697002
gemma4_31b,abortion,abhlth,1996,binary,prop_abhlth,1,5,0.9156756756756756,0.08432432432432435
gemma4_31b,abortion,abhlth,1998,binary,prop_abhlth,1,5,0.878619153674833,0.12138084632516699
gemma4_31b,abortion,abhlth,2000,binary,prop_abhlth,1,5,0.8851540616246498,0.11484593837535018
gemma4_31b,abortion,abhlth,2002,binary,prop_abhlth,1,5,0.9156492785793564,0.08435072142064359
gemma4_31b,abortion,abhlth,2004,binary,prop_abhlth,1,5,0.8597914252607184,0.1402085747392816
gemma4_31b,abortion,abhlth,2006,binary,prop_abhlth,1,5,0.8789610389610389,0.12103896103896106
gemma4_31b,abortion,abhlth,2008,binary,prop_abhlth,1,5,0.8918287937743191,0.10817120622568088
gemma4_31b,abortion,abhlth,2010,binary,prop_abhlth,1,5,0.8709150326797386,0.12908496732026142
gemma4_31b,abortion,abhlth,2012,binary,prop_abhlth,1,5,0.8812042310821806,0.1187957689178194
gemma4_31b,abortion,abhlth,2014,binary,prop_abhlth,1,5,0.8816029143897997,0.11839708561020035
gemma4_31b,abortion,abhlth,2016,binary,prop_abhlth,1,5,0.8885209713024282,0.11147902869757176
gemma4_31b,abortion,abhlth,2018,binary,prop_abhlth,1,5,0.9004614370468029,0.09953856295319707
gemma4_31b,abortion,abhlth,2021,binary,prop_abhlth,1,5,0.90146750524109,0.09853249475891002
gemma4_31b,abortion,abhlth,2022,binary,prop_abhlth,1,5,0.9299474605954466,0.07005253940455336
gemma4_31b,abortion,abhlth,2024,binary,prop_abhlth,1,3,0.9241157556270096,0.07588424437299035
gemma4_31b,abortion,abnomore,1975,binary,prop_abnomore,1,2,0.4572230014025246,0.5427769985974754
gemma4_31b,abortion,abnomore,1976,binary,prop_abnomore,1,2,0.4616447823082239,0.5383552176917761
gemma4_31b,abortion,abnomore,1977,binary,prop_abnomore,1,3,0.46511627906976744,0.5348837209302326
gemma4_31b,abortion,abnomore,1980,binary,prop_abnomore,1,1,0.47121535181236673,0.5287846481876333
gemma4_31b,abortion,abnomore,1982,binary,prop_abnomore,1,1,0.45830969937606353,0.5416903006239364
gemma4_31b,abortion,abnomore,1988,binary,prop_abnomore,1,1,0.3993677555321391,0.6006322444678609
gemma4_31b,abortion,abnomore,1989,binary,prop_abnomore,1,1,0.4450050454086781,0.554994954591322
gemma4_31b,abortion,abnomore,1990,binary,prop_abnomore,1,2,0.45051194539249145,0.5494880546075085
gemma4_31b,abortion,abnomore,1993,binary,prop_abnomore,1,2,0.4710500490677134,0.5289499509322866
gemma4_31b,abortion,abnomore,1994,binary,prop_abnomore,1,1,0.4831168831168831,0.5168831168831169
gemma4_31b,abortion,abnomore,1996,binary,prop_abnomore,1,1,0.4673972602739726,0.5326027397260273
gemma4_31b,abortion,abnomore,2000,binary,prop_abnomore,1,2,0.4067796610169492,0.5932203389830508
gemma4_31b,abortion,abnomore,2004,binary,prop_abnomore,1,2,0.4176334106728538,0.5823665893271461
gemma4_31b,abortion,abnomore,2006,binary,prop_abnomore,1,1,0.42493506493506494,0.5750649350649351
gemma4_31b,abortion,abnomore,2008,binary,prop_abnomore,1,2,0.4471042471042471,0.5528957528957529
gemma4_31b,abortion,abnomore,2010,binary,prop_abnomore,1,2,0.47996729354047424,0.5200327064595258
gemma4_31b,abortion,abnomore,2012,binary,prop_abnomore,1,3,0.4630818619582665,0.5369181380417335
gemma4_31b,abortion,abnomore,2014,binary,prop_abnomore,1,1,0.47503045066991473,0.5249695493300852
gemma4_31b,abortion,abnomore,2016,binary,prop_abnomore,1,2,0.4712013165112452,0.5287986834887548
gemma4_31b,abortion,abnomore,2021,binary,prop_abnomore,1,1,0.5905898876404494,0.4094101123595506
gemma4_31b,abortion,abpoor,1974,binary,prop_abpoor,1,1,0.547635850388144,0.452364149611856
gemma4_31b,abortion,abpoor,1976,binary,prop_abpoor,1,1,0.5306834030683403,0.4693165969316597
gemma4_31b,abortion,abpoor,1977,binary,prop_abpoor,1,2,0.5338294993234101,0.46617050067658994
gemma4_31b,abortion,abpoor,1990,binary,prop_abpoor,1,1,0.48092485549132946,0.5190751445086705
gemma4_31b,abortion,abpoor,1998,binary,prop_abpoor,1,1,0.44251261918115536,0.5574873808188446
gemma4_31b,abortion,abpoor,2021,binary,prop_abpoor,1,1,0.5789473684210527,0.42105263157894735
gemma4_31b,abortion,abrape,1972,binary,prop_abrape,1,5,0.791005291005291,0.20899470899470896
gemma4_31b,abortion,abrape,1973,binary,prop_abrape,1,5,0.8352860096485183,0.1647139903514817
gemma4_31b,abortion,abrape,1974,binary,prop_abrape,1,5,0.8647887323943662,0.13521126760563384
gemma4_31b,abortion,abrape,1975,binary,prop_abrape,1,5,0.8368495077355836,0.16315049226441636
gemma4_31b,abortion,abrape,1976,binary,prop_abrape,1,5,0.8368055555555556,0.16319444444444442
gemma4_31b,abortion,abrape,1977,binary,prop_abrape,1,5,0.8379850238257318,0.1620149761742682
gemma4_31b,abortion,abrape,1978,binary,prop_abrape,1,5,0.8318703578663066,0.1681296421336934
gemma4_31b,abortion,abrape,1980,binary,prop_abrape,1,5,0.8341601700921333,0.16583982990786672
gemma4_31b,abortion,abrape,1982,binary,prop_abrape,1,5,0.8389830508474576,0.1610169491525424
gemma4_31b,abortion,abrape,1983,binary,prop_abrape,1,5,0.8284574468085106,0.17154255319148937
gemma4_31b,abortion,abrape,1984,binary,prop_abrape,1,5,0.8036984352773826,0.1963015647226174
gemma4_31b,abortion,abrape,1985,binary,prop_abrape,1,5,0.8120759837177748,0.18792401628222521
gemma4_31b,abortion,abrape,1987,binary,prop_abrape,1,5,0.7958357432041643,0.20416425679583572
gemma4_31b,abortion,abrape,1988,binary,prop_abrape,1,5,0.8106060606060606,0.18939393939393945
gemma4_31b,abortion,abrape,1989,binary,prop_abrape,1,5,0.8324924318869829,0.16750756811301715
gemma4_31b,abortion,abrape,1990,binary,prop_abrape,1,5,0.847651775486827,0.15234822451317298
gemma4_31b,abortion,abrape,1991,binary,prop_abrape,1,5,0.8645502645502645,0.1354497354497355
gemma4_31b,abortion,abrape,1993,binary,prop_abrape,1,5,0.8292682926829268,0.1707317073170732
gemma4_31b,abortion,abrape,1994,binary,prop_abrape,1,5,0.8355739400206825,0.16442605997931747
gemma4_31b,abortion,abrape,1996,binary,prop_abrape,1,5,0.8428493746601414,0.15715062533985857
gemma4_31b,abortion,abrape,1998,binary,prop_abrape,1,5,0.8012249443207127,0.19877505567928733
gemma4_31b,abortion,abrape,2000,binary,prop_abrape,1,5,0.805603201829617,0.19439679817038302
gemma4_31b,abortion,abrape,2002,binary,prop_abrape,1,5,0.7966850828729282,0.20331491712707184
gemma4_31b,abortion,abrape,2004,binary,prop_abrape,1,5,0.7622950819672131,0.23770491803278693
gemma4_31b,abortion,abrape,2006,binary,prop_abrape,1,5,0.7756276150627615,0.22437238493723854
gemma4_31b,abortion,abrape,2008,binary,prop_abrape,1,5,0.7671875,0.23281249999999998
gemma4_31b,abortion,abrape,2010,binary,prop_abrape,1,5,0.7991902834008097,0.20080971659919034
gemma4_31b,abortion,abrape,2012,binary,prop_abrape,1,5,0.765040650406504,0.23495934959349596
gemma4_31b,abortion,abrape,2014,binary,prop_abrape,1,5,0.7833026396562308,0.21669736034376919
gemma4_31b,abortion,abrape,2016,binary,prop_abrape,1,5,0.7795580110497238,0.22044198895027622
gemma4_31b,abortion,abrape,2018,binary,prop_abrape,1,3,0.7949400798934754,0.20505992010652463
gemma4_31b,abortion,abrape,2022,binary,prop_abrape,1,3,0.8621597892888498,0.13784021071115016
gemma4_31b,abortion,abrape,2024,binary,prop_abrape,1,1,0.8489208633093526,0.15107913669064743
gemma4_31b,abortion,absingle,1976,binary,prop_absingle,1,1,0.5027816411682893,0.4972183588317107
gemma4_31b,abortion,absingle,1989,binary,prop_absingle,1,1,0.4538071065989848,0.5461928934010152
gemma4_31b,abortion,absingle,2006,binary,prop_absingle,1,1,0.4013429752066115,0.5986570247933884
gemma4_31b,abortion,absingle,2008,binary,prop_absingle,1,1,0.41199077632590314,0.5880092236740968
gemma4_31b,abortion,absingle,2010,binary,prop_absingle,1,1,0.4267100977198698,0.5732899022801302
gemma4_31b,abortion,absingle,2018,binary,prop_absingle,1,1,0.4617414248021108,0.5382585751978892
gemma4_31b,gender_roles,fechld,1985,scale4,mean_fechld_num,2,1,2.282608695652174,0.28260869565217384
gemma4_31b,gender_roles,fechld,1988,scale4,mean_fechld_num,2,2,2.2210849539406348,0.22108495394063477
gemma4_31b,gender_roles,fechld,1990,scale4,mean_fechld_num,2,2,2.225841476655809,0.225841476655809
gemma4_31b,gender_roles,fechld,1991,scale4,mean_fechld_num,2,3,2.2106824925816024,0.21068249258160243
gemma4_31b,gender_roles,fechld,1993,scale4,mean_fechld_num,2,4,2.1881467544684856,0.1881467544684856
gemma4_31b,gender_roles,fechld,1994,scale4,mean_fechld_num,2,4,2.1196098562628336,0.1196098562628336
